,participant_id,age,agent,color,video_order,video_url,rating_enjoyment,rating_danger,rating_map_difficulty,perceived_playing_style,game_familiarity,watch_gaming_frequency,model_name,amplitude_condition,danger_condition,danger_score,map_difficulty_condition,map_difficulty_score,trajectory_unit,trajectory_model,trajectory
1386,3723-82e0a791-e2cc-435e-a0ef-290e63d0859c,32,low_danger_high_difficulty,yellow,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty_70.00_yellow.mp4,50.0,,,0.0,2.0,4.0,mr_5_2_20,high,low,0.48,high,0.7,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1387,3723-82e0a791-e2cc-435e-a0ef-290e63d0859c,32,high_danger_low_difficulty,green,4,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_green.mp4,50.0,,,0.0,2.0,4.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1388,5785-27f97f08-e235-4bed-9049-5e54421c9e6c,52,high_danger_high_difficulty,green,1,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_green.mp4,,,13.0,44.0,0.0,1.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1389,5785-27f97f08-e235-4bed-9049-5e54421c9e6c,52,low_danger_low_difficulty,red,2,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty_46.00_red.mp4,,,10.0,44.0,0.0,1.0,mr_5_2_20,low,low,0.39,low,0.46,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1390,5785-27f97f08-e235-4bed-9049-5e54421c9e6c,52,low_danger_high_difficulty,blue,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty_70.00_blue.mp4,,,41.0,44.0,0.0,1.0,mr_5_2_20,high,low,0.48,high,0.7,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1391,5785-27f97f08-e235-4bed-9049-5e54421c9e6c,52,high_danger_low_difficulty,yellow,4,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_yellow.mp4,,,31.0,44.0,0.0,1.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1392,1421-9ba9aab2-7cb1-4bcb-ad11-37cb715f1c02,69,high_danger_high_difficulty,yellow,1,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_yellow.mp4,51.0,,,14.0,1.0,1.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1393,1421-9ba9aab2-7cb1-4bcb-ad11-37cb715f1c02,69,high_danger_low_difficulty,green,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty_46.00_green.mp4,48.0,,,14.0,1.0,1.0,mr_5_2_20,low,high,0.5,low,0.46,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1394,1421-9ba9aab2-7cb1-4bcb-ad11-37cb715f1c02,69,low_danger_low_difficulty,red,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_red.mp4,49.0,,,14.0,1.0,1.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1395,1421-9ba9aab2-7cb1-4bcb-ad11-37cb715f1c02,69,low_danger_high_difficulty,blue,4,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty_70.00_blue.mp4,53.0,,,14.0,1.0,1.0,mr_5_2_20,high,low,0.48,high,0.7,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1396,1032-ac1eaf78-5d09-4329-9834-ac07636c2a55,28,high_danger_high_difficulty,blue,1,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_blue.mp4,37.0,,,2.0,0.0,3.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
1397,1032-ac1eaf78-5d09-4329-9834-ac07636c2a55,28,high_danger_low_difficulty,yellow,2,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_yellow.mp4,30.0,,,2.0,0.0,3.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
1398,1032-ac1eaf78-5d09-4329-9834-ac07636c2a55,28,low_danger_high_difficulty,green,3,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_green.mp4,31.0,,,2.0,0.0,3.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
1399,1032-ac1eaf78-5d09-4329-9834-ac07636c2a55,28,low_danger_low_difficulty,red,4,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_red.mp4,32.0,,,2.0,0.0,3.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
1400,1993-710ce3ea-603c-4e8b-ac23-675e8b00f09a,34,high_danger_high_difficulty,red,1,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty_70.33_red.mp4,,,29.0,35.0,1.0,3.0,mr_5_2_20,high,high,0.62,high,0.7033,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1401,1993-710ce3ea-603c-4e8b-ac23-675e8b00f09a,34,high_danger_low_difficulty,blue,2,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_blue.mp4,,,20.0,35.0,1.0,3.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1402,1993-710ce3ea-603c-4e8b-ac23-675e8b00f09a,34,low_danger_low_difficulty,yellow,3,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty_46.00_yellow.mp4,,,0.0,35.0,1.0,3.0,mr_5_2_20,low,low,0.39,low,0.46,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1403,1993-710ce3ea-603c-4e8b-ac23-675e8b00f09a,34,low_danger_high_difficulty,green,4,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty_55.67_green.mp4,,,10.0,35.0,1.0,3.0,mr_5_2_20,low,low,0.38,high,0.5567,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1404,2351-04c3eede-3837-4d44-bff1-215f3758f727,37,high_danger_high_difficulty,yellow,1,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_yellow.mp4,,27.0,,18.0,2.0,4.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1405,2351-04c3eede-3837-4d44-bff1-215f3758f727,37,low_danger_low_difficulty,green,2,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty_46.00_green.mp4,,19.0,,18.0,2.0,4.0,mr_5_2_20,low,low,0.39,low,0.46,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1406,2351-04c3eede-3837-4d44-bff1-215f3758f727,37,low_danger_high_difficulty,red,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty_70.00_red.mp4,,12.0,,18.0,2.0,4.0,mr_5_2_20,high,low,0.48,high,0.7,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1407,2351-04c3eede-3837-4d44-bff1-215f3758f727,37,high_danger_low_difficulty,blue,4,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_blue.mp4,,77.0,,18.0,2.0,4.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1408,2594-acdd060c-69f9-4de7-a71e-3c699266a9ef,50,high_danger_high_difficulty,red,1,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_red.mp4,,58.0,,13.0,2.0,3.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1409,2594-acdd060c-69f9-4de7-a71e-3c699266a9ef,50,high_danger_low_difficulty,blue,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty_46.00_blue.mp4,,32.0,,13.0,2.0,3.0,mr_5_2_20,low,high,0.5,low,0.46,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1410,2594-acdd060c-69f9-4de7-a71e-3c699266a9ef,50,low_danger_low_difficulty,yellow,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_yellow.mp4,,17.0,,13.0,2.0,3.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1411,2594-acdd060c-69f9-4de7-a71e-3c699266a9ef,50,low_danger_high_difficulty,green,4,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty_70.00_green.mp4,,20.0,,13.0,2.0,3.0,mr_5_2_20,high,low,0.48,high,0.7,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1412,9589-641d9fe1-c4e4-45a9-8bd9-8d77a7914440,43,high_danger_high_difficulty,blue,1,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_blue.mp4,97.0,,,69.0,2.0,4.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
1413,9589-641d9fe1-c4e4-45a9-8bd9-8d77a7914440,43,low_danger_low_difficulty,yellow,2,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_yellow.mp4,83.0,,,69.0,2.0,4.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
1414,9589-641d9fe1-c4e4-45a9-8bd9-8d77a7914440,43,low_danger_high_difficulty,green,3,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_green.mp4,72.0,,,69.0,2.0,4.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1415,9589-641d9fe1-c4e4-45a9-8bd9-8d77a7914440,43,high_danger_low_difficulty,red,4,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_red.mp4,69.0,,,69.0,2.0,4.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1416,3582-64acb59d-e38c-47e3-9b03-92b82a24af32,62,high_danger_high_difficulty,yellow,1,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty_56.67_yellow.mp4,,82.0,,63.0,0.0,1.0,mr_5_2_20,low,high,0.55,high,0.5667,mr_5_2_20_trajectory_low_amplitude_high_danger_0.055_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1417,3582-64acb59d-e38c-47e3-9b03-92b82a24af32,62,high_danger_low_difficulty,green,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty_46.00_green.mp4,,40.0,,63.0,0.0,1.0,mr_5_2_20,low,high,0.5,low,0.46,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1418,3582-64acb59d-e38c-47e3-9b03-92b82a24af32,62,low_danger_high_difficulty,red,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty_70.00_red.mp4,,26.0,,63.0,0.0,1.0,mr_5_2_20,high,low,0.48,high,0.7,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1419,3582-64acb59d-e38c-47e3-9b03-92b82a24af32,62,low_danger_low_difficulty,blue,4,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty_53.67_blue.mp4,,14.0,,63.0,0.0,1.0,mr_5_2_20,high,low,0.48,low,0.5367000000000001,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1420,7575-e3d812cc-99ee-42dd-8ffd-83873d69976f,25,high_danger_high_difficulty,green,1,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty_70.33_green.mp4,59.0,,,70.0,2.0,2.0,mr_5_2_20,high,high,0.62,high,0.7033,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1421,7575-e3d812cc-99ee-42dd-8ffd-83873d69976f,25,high_danger_low_difficulty,red,2,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty_52.67_red.mp4,53.0,,,70.0,2.0,2.0,mr_5_2_20,high,high,0.6,low,0.5267000000000001,mr_5_2_20_trajectory_high_amplitude_high_danger_0.060_low_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1422,7575-e3d812cc-99ee-42dd-8ffd-83873d69976f,25,low_danger_high_difficulty,blue,3,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty_55.67_blue.mp4,12.0,,,70.0,2.0,2.0,mr_5_2_20,low,low,0.38,high,0.5567,mr_5_2_20_trajectory_low_amplitude_low_danger_0.038_high_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1423,7575-e3d812cc-99ee-42dd-8ffd-83873d69976f,25,low_danger_low_difficulty,yellow,4,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty_46.00_yellow.mp4,21.0,,,70.0,2.0,2.0,mr_5_2_20,low,low,0.39,low,0.46,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1424,3940-518c7dd1-9b92-47ac-9559-f77e86ada176,63,high_danger_high_difficulty,red,1,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty_71.67_red.mp4,,,100.0,0.0,0.0,0.0,mr_2_1_10,high,high,0.55,high,0.7167,mr_2_1_10_trajectory_high_amplitude_high_danger_0.055_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
1425,3940-518c7dd1-9b92-47ac-9559-f77e86ada176,63,low_danger_low_difficulty,blue,2,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty_56.33_blue.mp4,,,100.0,0.0,0.0,0.0,mr_2_1_10,high,low,0.42000000000000004,low,0.5633,mr_2_1_10_trajectory_high_amplitude_low_danger_0.042_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
1426,3940-518c7dd1-9b92-47ac-9559-f77e86ada176,63,low_danger_high_difficulty,yellow,3,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty_57.00_yellow.mp4,,,100.0,0.0,0.0,0.0,mr_2_1_10,low,low,0.37,high,0.57,mr_2_1_10_trajectory_low_amplitude_low_danger_0.037_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1427,3940-518c7dd1-9b92-47ac-9559-f77e86ada176,63,high_danger_low_difficulty,green,4,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty_45.67_green.mp4,,,100.0,0.0,0.0,0.0,mr_2_1_10,low,high,0.47,low,0.4567,mr_2_1_10_trajectory_low_amplitude_high_danger_0.047_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1428,7932-ee1c9bea-f325-4f19-a700-37db1b6118e5,43,high_danger_high_difficulty,blue,1,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_blue.mp4,,75.0,,50.0,1.0,2.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
1429,7932-ee1c9bea-f325-4f19-a700-37db1b6118e5,43,high_danger_low_difficulty,yellow,2,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_yellow.mp4,,62.0,,50.0,1.0,2.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
1430,7932-ee1c9bea-f325-4f19-a700-37db1b6118e5,43,low_danger_low_difficulty,green,3,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_green.mp4,,35.0,,50.0,1.0,2.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
1431,7932-ee1c9bea-f325-4f19-a700-37db1b6118e5,43,low_danger_high_difficulty,red,4,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_red.mp4,,38.0,,50.0,1.0,2.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
1432,1917-cb5e70d7-0eeb-4ae5-9b55-fd6b5cb362f1,28,high_danger_high_difficulty,green,1,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_green.mp4,,,73.0,16.0,3.0,3.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1433,1917-cb5e70d7-0eeb-4ae5-9b55-fd6b5cb362f1,28,low_danger_low_difficulty,red,2,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_red.mp4,,,62.0,16.0,3.0,3.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1434,1917-cb5e70d7-0eeb-4ae5-9b55-fd6b5cb362f1,28,high_danger_low_difficulty,blue,3,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_blue.mp4,,,96.0,16.0,3.0,3.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
1435,1917-cb5e70d7-0eeb-4ae5-9b55-fd6b5cb362f1,28,low_danger_high_difficulty,yellow,4,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_yellow.mp4,,,99.0,16.0,3.0,3.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
1436,2128-13b26683-ef59-4a0d-bc40-5c23d53ef6c9,62,low_danger_low_difficulty,green,1,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_green.mp4,,,24.0,17.0,0.0,1.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
1437,2128-13b26683-ef59-4a0d-bc40-5c23d53ef6c9,62,high_danger_high_difficulty,red,2,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty_60.67_red.mp4,,,46.0,17.0,0.0,1.0,unlimited,low,high,0.47,high,0.6067,unlimited_trajectory_low_amplitude_high_danger_0.047_high_difficulty,unlimited,unlimited_low_amplitude
1438,2128-13b26683-ef59-4a0d-bc40-5c23d53ef6c9,62,high_danger_low_difficulty,blue,3,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_blue.mp4,,,74.0,17.0,0.0,1.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
1439,2128-13b26683-ef59-4a0d-bc40-5c23d53ef6c9,62,low_danger_high_difficulty,yellow,4,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty_65.33_yellow.mp4,,,60.0,17.0,0.0,1.0,unlimited,high,low,0.43999999999999995,high,0.6533,unlimited_trajectory_high_amplitude_low_danger_0.044_high_difficulty,unlimited,unlimited_high_amplitude
1440,7038-32cf6af3-885b-4dd4-b50f-f093ed82f2eb,39,high_danger_high_difficulty,yellow,1,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_yellow.mp4,,,37.0,57.0,2.0,4.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
1441,7038-32cf6af3-885b-4dd4-b50f-f093ed82f2eb,39,high_danger_low_difficulty,green,2,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_green.mp4,,,57.0,57.0,2.0,4.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
1442,7038-32cf6af3-885b-4dd4-b50f-f093ed82f2eb,39,low_danger_low_difficulty,red,3,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_red.mp4,,,27.0,57.0,2.0,4.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
1443,7038-32cf6af3-885b-4dd4-b50f-f093ed82f2eb,39,low_danger_high_difficulty,blue,4,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty_60.33_blue.mp4,,,58.0,57.0,2.0,4.0,unlimited,low,low,0.39,high,0.6033,unlimited_trajectory_low_amplitude_low_danger_0.039_high_difficulty,unlimited,unlimited_low_amplitude
1444,6555-0dccafb7-cb23-479f-a5d5-4ff83c4f4430,43,high_danger_high_difficulty,yellow,1,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty_56.33_yellow.mp4,54.0,,,0.0,2.0,4.0,mr_2_1_10,low,high,0.49,high,0.5633,mr_2_1_10_trajectory_low_amplitude_high_danger_0.049_high_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1445,6555-0dccafb7-cb23-479f-a5d5-4ff83c4f4430,43,low_danger_low_difficulty,green,2,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty_44.00_green.mp4,53.0,,,0.0,2.0,4.0,mr_2_1_10,low,low,0.38,low,0.44,mr_2_1_10_trajectory_low_amplitude_low_danger_0.038_low_difficulty,mr_2_1_10,mr_2_1_10_low_amplitude
1446,6555-0dccafb7-cb23-479f-a5d5-4ff83c4f4430,43,low_danger_high_difficulty,red,3,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty_72.00_red.mp4,48.0,,,0.0,2.0,4.0,mr_2_1_10,high,low,0.42999999999999994,high,0.72,mr_2_1_10_trajectory_high_amplitude_low_danger_0.043_high_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
1447,6555-0dccafb7-cb23-479f-a5d5-4ff83c4f4430,43,high_danger_low_difficulty,blue,4,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty_54.33_blue.mp4,43.0,,,0.0,2.0,4.0,mr_2_1_10,high,high,0.56,low,0.5433,mr_2_1_10_trajectory_high_amplitude_high_danger_0.056_low_difficulty,mr_2_1_10,mr_2_1_10_high_amplitude
1448,7439-34d01dfb-b73b-481b-a6d0-2ea80c431be6,40,low_danger_low_difficulty,yellow,1,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty_46.00_yellow.mp4,,11.0,,91.0,2.0,1.0,mr_5_2_20,low,low,0.39,low,0.46,mr_5_2_20_trajectory_low_amplitude_low_danger_0.039_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1449,7439-34d01dfb-b73b-481b-a6d0-2ea80c431be6,40,high_danger_low_difficulty,green,2,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty_46.00_green.mp4,,83.0,,91.0,2.0,1.0,mr_5_2_20,low,high,0.5,low,0.46,mr_5_2_20_trajectory_low_amplitude_high_danger_0.050_low_difficulty,mr_5_2_20,mr_5_2_20_low_amplitude
1450,7439-34d01dfb-b73b-481b-a6d0-2ea80c431be6,40,low_danger_high_difficulty,red,3,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty_70.00_red.mp4,,28.0,,91.0,2.0,1.0,mr_5_2_20,high,low,0.48,high,0.7,mr_5_2_20_trajectory_high_amplitude_low_danger_0.048_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1451,7439-34d01dfb-b73b-481b-a6d0-2ea80c431be6,40,high_danger_high_difficulty,blue,4,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty_70.33_blue.mp4,,51.0,,91.0,2.0,1.0,mr_5_2_20,high,high,0.62,high,0.7033,mr_5_2_20_trajectory_high_amplitude_high_danger_0.062_high_difficulty,mr_5_2_20,mr_5_2_20_high_amplitude
1452,9182-b497df7b-4822-4088-98e8-b23c23162aca,27,high_danger_high_difficulty,green,1,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty_65.33_green.mp4,83.0,,,1.0,3.0,2.0,unlimited,high,high,0.52,high,0.6533,unlimited_trajectory_high_amplitude_high_danger_0.052_high_difficulty,unlimited,unlimited_high_amplitude
1453,9182-b497df7b-4822-4088-98e8-b23c23162aca,27,high_danger_low_difficulty,red,2,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty_52.33_red.mp4,83.0,,,1.0,3.0,2.0,unlimited,high,high,0.53,low,0.5233,unlimited_trajectory_high_amplitude_high_danger_0.053_low_difficulty,unlimited,unlimited_high_amplitude
1454,9182-b497df7b-4822-4088-98e8-b23c23162aca,27,low_danger_low_difficulty,blue,3,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty_48.00_blue.mp4,80.0,,,1.0,3.0,2.0,unlimited,low,low,0.39,low,0.48,unlimited_trajectory_low_amplitude_low_danger_0.039_low_difficulty,unlimited,unlimited_low_amplitude
